Run,Epoch,Train_Loss,Val_Loss,Val_Acc,Val_AUC
1,1,0.6508503758907318,0.31280514480252014,0.8333333333333334,0.9471624266144814
1,2,0.36518429381506784,0.17518475377245954,0.92,0.9873687955879736
1,3,0.26455365657806396,0.13695838503343494,0.9466666666666667,0.9898594556128801
1,4,0.18945199825934,0.10152331156362045,0.9666666666666667,0.99786514855008
1,5,0.1218331648090056,0.21052937572331806,0.94,0.9775840597758405
1,6,0.08161593187600374,0.11061109024050989,0.9733333333333334,0.9898594556128804
1,7,0.08410422110663993,0.1588071635679195,0.9666666666666667,0.9845223269880803
1,8,0.05822577730885574,0.09832088124791258,0.9866666666666667,0.9898594556128802
1,9,0.06252321283066911,0.12195866953238453,0.9666666666666667,0.9905710727628536
1,10,0.0359696759137192,0.05211705117682485,0.9733333333333334,0.9987546699875467
1,11,0.015038067336593356,0.09034553884013899,0.9733333333333334,0.99679772282512
1,12,0.010722989066104804,0.12330113997756455,0.9666666666666667,0.9852339441380538
1,13,0.02226465745895569,0.10595268205322914,0.9733333333333334,0.9916384984878135
1,14,0.12399712759868375,0.21800277385811664,0.9266666666666666,0.9802526240882404
1,15,0.04276993021901165,0.18277460334847043,0.9266666666666666,0.9962640099626401
1,16,0.017868216540664436,0.07121261234370697,0.96,0.9971535314001068
1,17,0.008801100343199713,0.0875210247498839,0.9733333333333334,0.9966198185376267
1,18,0.00785160788268383,0.07487775482801035,0.9666666666666667,0.9971535314001068
1,19,0.00622456546540239,0.09158514644246009,0.9666666666666667,0.99679772282512
1,20,0.004593118602476482,0.08732391217582565,0.9666666666666667,0.9971535314001068
1,21,0.005521892032452992,0.08017167976849075,0.9666666666666667,0.9973314356876001
1,22,0.00447287629109009,0.07944142827871378,0.9666666666666667,0.9971535314001068
1,23,0.004297456829143422,0.0875185284921348,0.9733333333333334,0.9973314356876001
1,24,0.0043685215252584645,0.08073348227557481,0.9666666666666667,0.9971535314001068
1,25,0.005345189759058745,0.07115821048730715,0.9733333333333334,0.9975093399750934
1,26,0.00403308437422051,0.07656230569486261,0.9666666666666667,0.9976872442625867
1,27,0.0036595927726011724,0.08304197359585057,0.9666666666666667,0.9971535314001068
1,28,0.004306044093432969,0.08401605305583584,0.9666666666666667,0.9971535314001068
1,29,0.003800637105513098,0.08189421904037437,0.9666666666666667,0.9975093399750934
1,30,0.0037201866418555647,0.07681125523461226,0.9666666666666667,0.9971535314001068
2,1,0.6136164972611836,0.3093748900451158,0.86,0.9482912864555376
2,2,0.32866650934730257,0.2469126785566148,0.9,0.9697620325639649
2,3,0.20977095275052957,0.19941252911169277,0.9133333333333333,0.9813920200393631
2,4,0.16777780574347292,0.2773878507830791,0.88,0.9683306494900699
2,5,0.11230655163526534,0.2087701672050906,0.92,0.9760243335122563
2,6,0.08444590700524193,0.22656181345595733,0.88,0.9815709429235999
2,7,0.10297676649210709,0.28703214237956626,0.88,0.9774557165861513
2,8,0.04958096491705094,0.20062080911654784,0.9133333333333333,0.9869386294507068
2,9,0.021727175956059778,0.13839346788652046,0.9266666666666666,0.991411701556629
2,10,0.01761024417887841,0.14440375374703618,0.94,0.9906960100196814
2,11,0.015627678620096827,0.14104667036352972,0.94,0.9914117015566292
2,12,0.009611864886246622,0.15337755511465825,0.9333333333333333,0.991411701556629
2,13,0.012301026038892035,0.1541058174441691,0.94,0.9906960100196815
2,14,0.009060454392539604,0.15212830705997094,0.94,0.9908749329039184
2,15,0.0067918449114742025,0.16278304877893165,0.94,0.9908749329039184
2,16,0.007216706382376807,0.1599206063608443,0.94,0.9903381642512077
2,17,0.007510668146756611,0.1613700726287023,0.94,0.9901592413669709
2,18,0.007350507590454072,0.17195436604532388,0.9266666666666666,0.9903381642512077
2,19,0.006514210960096014,0.1700227730026726,0.94,0.9910538557881553
2,20,0.006027013833268678,0.16737743377942885,0.94,0.9901592413669709
2,21,0.0050568849940983845,0.16871306670394629,0.94,0.9905170871354446
2,22,0.005063310228620789,0.1777329420028285,0.94,0.9903381642512077
2,23,0.005079163795037727,0.17297190874141002,0.9333333333333333,0.989801395598497
2,24,0.005187949829768123,0.1802446097637202,0.94,0.9905170871354446
2,25,0.004899233226730888,0.17818237302555262,0.9333333333333333,0.9896224727142602
2,26,0.0037419149319508245,0.17658275857607614,0.94,0.9905170871354446
2,27,0.0046632082690484826,0.17581720610063425,0.9333333333333333,0.9898013955984971
2,28,0.004766076753148809,0.1723447842653657,0.94,0.9899803184827339
2,29,0.005175138389791495,0.17407777899030694,0.94,0.9898013955984971
2,30,0.00394447308848612,0.17745786887979575,0.94,0.9899803184827339
3,1,0.6298884812423161,1.1697068300043036,0.6333333333333333,0.8829389788293899
3,2,0.3876411544425147,0.25097069879503625,0.8933333333333333,0.9669098025262409
3,3,0.20406980133482389,0.21532884372496292,0.9133333333333333,0.9752713040384273
3,4,0.13053852980690342,0.21230125880653136,0.9066666666666666,0.974559686888454
3,5,0.12252839641379458,0.1639667352244846,0.94,0.9770503469133606
3,6,0.0759431165722864,0.22661063369167478,0.9133333333333333,0.9742038783134673
3,7,0.08376008408942393,0.3494789920085551,0.8933333333333333,0.9702899839886141
3,8,0.0410897747533662,0.17800552591583446,0.9533333333333334,0.9781177726383204
3,9,0.08330036065275116,0.23772907124734238,0.92,0.9759829211884006
3,10,0.031779538201434275,0.14758404945390985,0.9466666666666667,0.9839886141256005
3,11,0.020254168385373694,0.1619123011294409,0.9466666666666667,0.984878135563067
3,12,0.015420839809147375,0.1849677551133362,0.9466666666666667,0.983810709838107
3,13,0.014985077703770782,0.18318052793620154,0.9466666666666667,0.9841665184130938
3,14,0.012462306057901254,0.18040242357605357,0.9533333333333334,0.9830990926881338
3,15,0.011524780038744211,0.18719328145839667,0.9533333333333334,0.9836328055506138
3,16,0.010209680150728673,0.19286171369420022,0.9466666666666667,0.9839886141256005
3,17,0.011104906917483146,0.21235728350094227,0.9466666666666667,0.9832769969756272
3,18,0.010282269483432173,0.19537322759462863,0.9533333333333334,0.9830990926881338
3,19,0.008062780612880098,0.191699479360403,0.9533333333333334,0.9843444227005871
3,20,0.0077230708249512,0.19604731542762907,0.9533333333333334,0.9834549012631204
3,21,0.009780757778457234,0.19597475506414316,0.9533333333333334,0.9830990926881338
3,22,0.006732484310798879,0.19960966551719284,0.9466666666666667,0.9834549012631204
3,23,0.008754413035099528,0.20870809439006016,0.9466666666666667,0.9827432841131472
3,24,0.006473207518657935,0.22646130698788175,0.9466666666666667,0.9830990926881337
3,25,0.008285246131875153,0.19495505316330022,0.9466666666666667,0.9839886141256005
3,26,0.009034464664790513,0.20512935477707192,0.9466666666666667,0.9845223269880805
3,27,0.007615881373972765,0.19981381729916106,0.9466666666666667,0.9843444227005871
3,28,0.007192416872130707,0.20301441746108284,0.9466666666666667,0.9827432841131472
3,29,0.006995181240573791,0.20031219364854655,0.9533333333333334,0.9839886141256005
3,30,0.007673628202506474,0.20084496380571326,0.9466666666666667,0.9843444227005871
4,1,0.6394079462971006,0.31346025906111064,0.9066666666666666,0.9551681195516812
4,2,0.3575489451842649,0.20482768745798813,0.9466666666666667,0.9875466998754671
4,3,0.23959556673254284,0.18251858690851613,0.9333333333333333,0.987012987012987
4,4,0.1719609100584473,0.1928100921213627,0.9333333333333333,0.9857676570005337
4,5,0.11101781707789217,0.1380666888220922,0.9533333333333334,0.9967977228251201
4,6,0.09380151180816548,0.09815113584658033,0.96,0.9971535314001067
4,7,0.05526335065386125,0.21371934498586742,0.94,0.9743817826009606
4,8,0.060601436345438874,0.2071059813821002,0.9,0.9911047856253334
4,9,0.03320827006894563,0.10249652701895684,0.96,0.9921722113502935
4,10,0.13571570499401006,0.18738312078149696,0.9666666666666667,0.9975093399750935
4,11,0.03452335613779724,0.08694628066089201,0.9533333333333334,0.9982209571250668
4,12,0.017071129637105123,0.0566765197773317,0.9733333333333334,0.9980430528375734
4,13,0.013695264175933386,0.05419411111966168,0.9733333333333334,0.9989325742750401
4,14,0.01252100095086332,0.049307567490215753,0.9733333333333334,0.9983988614125601
4,15,0.011811279499171568,0.04675625698444875,0.9866666666666667,0.99893257427504
4,16,0.007653394448570907,0.053241083236092605,0.98,0.9983988614125601
4,17,0.006744343066321952,0.04620742042683751,0.98,0.99893257427504
4,18,0.004627973557050739,0.045311034163827764,0.98,0.9987546699875467
4,19,0.006664913332289351,0.09395440769424711,0.9666666666666667,0.988080412737947
4,20,0.005235974797147459,0.07087379285305935,0.98,0.9971535314001068
4,21,0.004809055642191587,0.06826644902129804,0.98,0.9980430528375734
4,22,0.00345679344592749,0.07219836382060557,0.98,0.9969756271126134
4,23,0.005920292761542701,0.5421664576049232,0.86,0.961572673901441
4,24,0.025259009664379325,0.05706041115856925,0.9733333333333334,0.9985767657000534
4,25,0.005380658620768892,0.05702591095637457,0.98,0.9976872442625867
4,26,0.004614049482624978,0.046351029692327995,0.9733333333333334,0.99893257427504
4,27,0.0035350232777584876,0.04310818499652669,0.98,0.99893257427504
4,28,0.003028340177593886,0.04469092853909579,0.98,0.9987546699875467
4,29,0.0026498496541587104,0.04500494581091181,0.98,0.9987546699875467
4,30,0.0052206306117087865,0.09112374543206227,0.9733333333333334,0.9969756271126134
5,1,0.6260227860297476,0.35676241190613883,0.8266666666666667,0.9221719457013575
5,2,0.37188128305333,0.16028621235225154,0.9466666666666667,0.9905882352941177
5,3,0.22863480885113988,0.17812080750560486,0.9266666666666666,0.9885972850678733
5,4,0.14899701617658137,0.2487016794467835,0.9066666666666666,0.9558371040723982
5,5,0.13335827729531696,0.2508186104609386,0.8933333333333333,0.9844343891402716
5,6,0.11808617082025323,0.13270369483966774,0.94,0.9898642533936651
5,7,0.08388891128024885,0.14097512303851545,0.96,0.9857013574660634
5,8,0.045230833015271595,0.12110167587372034,0.96,0.9799095022624433
5,9,0.02557675126940012,0.15791523510185806,0.9466666666666667,0.9878733031674208
5,10,0.09724860389517354,0.26600915412908716,0.8733333333333333,0.971945701357466
5,11,0.09330493474645274,0.07487885302275811,0.9666666666666667,0.9971040723981901
5,12,0.02877899944582688,0.17156790057197213,0.9533333333333334,0.9913122171945701
5,13,0.048687130020532224,0.1421405100049206,0.9666666666666667,0.9898642533936652
5,14,0.05209746469876596,0.142354698269628,0.96,0.9846153846153846
5,15,0.013637374810142709,0.1461701489721523,0.9666666666666667,0.9811764705882354
5,16,0.008468671180806788,0.1371330117537199,0.9666666666666667,0.9811764705882353
5,17,0.0063708539322085145,0.14340992347723314,0.9666666666666667,0.9853393665158372
5,18,0.004644935111116086,0.14343878083500863,0.96,0.9860633484162896
5,19,0.003795870820426249,0.15085903667740672,0.9666666666666667,0.9831674208144797
5,20,0.003322787333080279,0.15701979445370134,0.96,0.9864253393665159
5,21,0.003052145851210558,0.15236935006932503,0.96,0.9871493212669683
5,22,0.0027760466984805784,0.15526298241227204,0.9666666666666667,0.9828054298642535
5,23,0.004265391637371587,0.15593329411211398,0.9666666666666667,0.9826244343891404
5,24,0.0023818215973941343,0.16579054341740343,0.9666666666666667,0.9829864253393666
5,25,0.003229230368909027,0.15627506067692976,0.9533333333333334,0.9889592760180996
5,26,0.0033926699923384667,0.1534542991568359,0.9533333333333334,0.9920361990950226
5,27,0.003205389263374465,0.14667270555372325,0.96,0.9875113122171946
5,28,0.0026410337419448685,0.1590033865297875,0.9533333333333334,0.9909502262443439
5,29,0.003762053686742937,0.13314462246106765,0.96,0.9895022624434389
5,30,0.002213205766997167,0.16523709758085284,0.9666666666666667,0.9842533936651584
